"id","country_id","city_name","zip_code","created_at","updated_at"
"1243",NULL,"Bluffton","29909","2021-04-19 19:22:39","2021-04-19 19:22:39"
"1244",NULL,"Lacey","98506","2021-04-19 19:22:52","2021-04-19 19:22:52"
"1245",NULL,"2160 S Garnett Rd","2160","2021-04-19 19:22:56","2021-04-19 19:22:56"
"1246",NULL,"Sanford","32771","2021-04-19 19:23:09","2021-04-19 19:23:09"
"1247",NULL,"Marietta","30090","2021-04-19 19:23:16","2021-04-19 19:23:16"
"1248",NULL,"Stockton","95206","2021-04-19 19:24:09","2021-04-19 19:24:09"
"1249",NULL,"South Windsor","06074","2021-04-19 19:24:11","2021-04-19 19:24:11"
"1250",NULL,"Haines City","33844","2021-04-19 19:24:22","2021-04-19 19:24:22"
"1251",NULL,"3210 Louisiana St","3210","2021-04-19 19:24:25","2021-04-19 19:24:25"
"1252",NULL,"Monrovia","91016","2021-04-19 19:24:45","2021-04-19 19:24:45"
"1253",NULL,"South Hempstead","11550","2021-04-19 19:24:48","2021-04-19 19:24:48"
"1254",NULL,"Westminster","21157","2021-04-19 19:25:01","2021-04-19 19:25:01"
"1255",NULL,"Royal Oak","48073","2021-04-19 19:25:12","2021-04-19 19:25:12"
"1256",NULL,"Oklahoma City","73127","2021-04-19 19:25:23","2021-04-19 19:25:23"
"1257",NULL,"Lower Merion Township","19083","2021-04-19 19:25:39","2021-04-19 19:25:39"
"1258",NULL,"Colorado Springs","80910","2021-04-19 19:25:55","2021-04-19 19:25:55"
"1259",NULL,"Friendswood","77546","2021-04-19 19:26:05","2021-04-19 19:26:05"
"1260",NULL,"Carrollton","75007","2021-04-19 19:26:09","2021-04-19 19:26:09"
"1261",NULL,"Hauppauge","11788","2021-04-19 19:26:16","2021-04-19 19:26:16"
"1262",NULL,"Singapore 730009","730009","2021-04-19 19:26:36","2021-04-19 19:26:36"
"1263",NULL,"Jacksonville","32208","2021-04-19 19:26:44","2021-04-19 19:26:44"
"1264",NULL,"Syracuse","13202","2021-04-19 19:26:47","2021-04-19 19:26:47"
"1265",NULL,"9300 Metcalf Ave #301","9300","2021-04-19 19:26:57","2021-04-19 19:26:57"
"1266",NULL,"Boynton Beach","33436","2021-04-19 19:27:06","2021-04-19 19:27:06"
"1267",NULL,"Aloma","32792","2021-04-19 19:27:09","2021-04-19 19:27:09"
"1268",NULL,"Madison","53704","2021-04-19 19:27:11","2021-04-19 19:27:11"
"1269",NULL,"Norman","73071","2021-04-19 19:27:21","2021-04-19 19:27:21"
"1270",NULL,"Penbrook","17103","2021-04-19 19:27:25","2021-04-19 19:27:25"
"1271",NULL,"Sacramento","95819","2021-04-19 19:27:33","2021-04-19 19:27:33"
"1272",NULL,"Colorado Springs","80919","2021-04-19 19:27:35","2021-04-19 19:27:35"
"1273",NULL,"Palmer","01069","2021-04-19 19:28:11","2021-04-19 19:28:11"
"1274",NULL,"Boston","02130","2021-04-19 19:28:44","2021-04-19 19:28:44"
"1275",NULL,"Chicago","60641","2021-04-19 19:29:01","2021-04-19 19:29:01"
"1276",NULL,"Takoma Park","20901","2021-04-19 19:29:05","2021-04-19 19:29:05"
"1277",NULL,"Anderson","29621","2021-04-19 19:29:24","2021-04-19 19:29:24"
"1278",NULL,"4871 Transit Rd","4871","2021-04-19 19:29:24","2021-04-19 19:29:24"
"1279",NULL,"Walton Hills","44146","2021-04-19 19:29:57","2021-04-19 19:29:57"
"1280",NULL,"Cresaptown","21502","2021-04-19 19:30:01","2021-04-19 19:30:01"
"1281",NULL,"Bloomington","47403","2021-04-19 19:30:09","2021-04-19 19:30:09"
"1282",NULL,"South Farmingdale","11735","2021-04-19 19:30:36","2021-04-19 19:30:36"
"1283",NULL,"Martinsville","08836","2021-04-19 19:31:15","2021-04-19 19:31:15"
"1284",NULL,"Manchaca","78652","2021-04-19 19:31:18","2021-04-19 19:31:18"
"1285",NULL,"Oviedo","32765","2021-04-19 19:31:19","2021-04-19 19:31:19"
"1286",NULL,"Chicago","60619","2021-04-19 19:31:24","2021-04-19 19:31:24"
"1287",NULL,"Indianapolis","46201","2021-04-19 19:31:49","2021-04-19 19:31:49"
"1288",NULL,"Angier","27501","2021-04-19 19:31:51","2021-04-19 19:31:51"
"1289",NULL,"Carlyle","62231","2021-04-19 19:32:28","2021-04-19 19:32:28"
"1290",NULL,"Brooklyn","11213","2021-04-19 19:32:34","2021-04-19 19:32:34"
"1291",NULL,"Cape Coral","33909","2021-04-19 19:32:45","2021-04-19 19:32:45"
"1292",NULL,"Odenton","21113","2021-04-19 19:32:56","2021-04-19 19:32:56"
"1293",NULL,"Iselin","08830","2021-04-19 19:32:57","2021-04-19 19:32:57"
"1294",NULL,"Leander","41222","2021-04-19 19:33:39","2021-04-19 19:33:39"
"1295",NULL,"Ruskin","33573","2021-04-19 19:33:40","2021-04-19 19:33:40"
"1296",NULL,"Austin","78732","2021-04-19 19:33:54","2021-04-19 19:33:54"
"1297",NULL,"Portland","97220","2021-04-19 19:34:00","2021-04-19 19:34:00"
"1298",NULL,"Menifee","92587","2021-04-19 19:34:08","2021-04-19 19:34:08"
"1299",NULL,"Issaquah","98029","2021-04-19 19:34:15","2021-04-19 19:34:15"
"1300",NULL,"Santa Paula","93060","2021-04-19 19:34:22","2021-04-19 19:34:22"
"1301",NULL,"Sapulpa","74066","2021-04-19 19:34:22","2021-04-19 19:34:22"
"1302",NULL,"Cornwall","K6H 1A2","2021-04-19 19:34:27","2021-04-19 19:34:27"
"1303",NULL,"Toluca Terrace","91601","2021-04-19 19:34:30","2021-04-19 19:34:30"
"1304",NULL,"College Park","30349","2021-04-19 19:34:35","2021-04-19 19:34:35"
"1305",NULL,"31621 Gratiot Ave","31621","2021-04-19 19:34:45","2021-04-19 19:34:45"
"1306",NULL,"Juneau","99801","2021-04-19 19:34:45","2021-04-19 19:34:45"
"1307",NULL,"Tinton Falls","07724","2021-04-19 19:34:56","2021-04-19 19:34:56"
"1308",NULL,"Manhattan","66502","2021-04-19 19:35:09","2021-04-19 19:35:09"
"1309",NULL,"762 Regional Rd 28","TR11","2021-04-19 19:35:25","2021-04-19 19:35:25"
"1310",NULL,"Toledo","43623","2021-04-19 19:37:00","2021-04-19 19:37:00"
"1311",NULL,"Loveland","80537","2021-04-19 19:37:08","2021-04-19 19:37:08"
"1312",NULL,"11200 Broadway St","11200","2021-04-19 19:37:26","2021-04-19 19:37:26"
"1313",NULL,"Ottawa","K1A 0A1","2021-04-19 19:37:29","2021-04-19 19:37:29"
"1314",NULL,"29012 Euclid Ave","29012","2021-04-19 19:37:52","2021-04-19 19:37:52"
"1315",NULL,"Montreal","H1W 3P7","2021-04-19 19:38:02","2021-04-19 19:38:02"
"1316",NULL,"Verona","41092","2021-04-19 19:38:06","2021-04-19 19:38:06"
"1317",NULL,"Bradenton","34212","2021-04-19 19:38:15","2021-04-19 19:38:15"
"1318",NULL,"Hampton","30228","2021-04-19 19:39:00","2021-04-19 19:39:00"
"1319",NULL,"Dallas","75224","2021-04-19 19:39:04","2021-04-19 19:39:04"
"1320",NULL,"Glenview","60025","2021-04-19 19:39:09","2021-04-19 19:39:09"
"1321",NULL,"Clarksville","12041","2021-04-19 19:39:18","2021-04-19 19:39:18"
"1322",NULL,"Fargo","58103","2021-04-19 19:39:42","2021-04-19 19:39:42"
"1323",NULL,"West Hempstead","11552","2021-04-19 19:39:54","2021-04-19 19:39:54"
"1324",NULL,"Oak Lawn","60453","2021-04-19 19:39:55","2021-04-19 19:39:55"
"1325",NULL,"Brockton","02302","2021-04-19 19:40:06","2021-04-19 19:40:06"
"1326",NULL,"Oak Park","60302","2021-04-19 19:40:15","2021-04-19 19:40:15"
"1327",NULL,"Rochester","14614","2021-04-19 19:40:25","2021-04-19 19:40:25"
"1328",NULL,"Stuttgart","72160","2021-04-19 19:40:59","2021-04-19 19:40:59"
"1329",NULL,"Duluth","55805","2021-04-19 19:41:16","2021-04-19 19:41:16"
"1330",NULL,"FX STATION","22039","2021-04-19 19:41:56","2021-04-19 19:41:56"
"1331",NULL,"Wausau","54401","2021-04-19 19:42:46","2021-04-19 19:42:46"
"1332",NULL,"Bucyrus","44820","2021-04-19 19:42:47","2021-04-19 19:42:47"
"1333",NULL,"Chicago","60657","2021-04-19 19:42:51","2021-04-19 19:42:51"
"1334",NULL,"Las Vegas","89128","2021-04-19 19:43:04","2021-04-19 19:43:04"
"1335",NULL,"Queens","11373","2021-04-19 19:43:10","2021-04-19 19:43:10"
"1336",NULL,"WESTMRLND CTY","15692","2021-04-19 19:44:00","2021-04-19 19:44:00"
"1337",NULL,"Hesperia","92345","2021-04-19 19:44:29","2021-04-19 19:44:29"
"1338",NULL,"555 S Alta Ln","9010","2021-04-19 19:44:38","2021-04-19 19:44:38"
"1339",NULL,"Rockwall","75032","2021-04-19 19:45:57","2021-04-19 19:45:57"
"1340",NULL,"Omaha","68116","2021-04-19 19:46:26","2021-04-19 19:46:26"
"1341",NULL,"San Jose","95116","2021-04-19 19:46:35","2021-04-19 19:46:35"
"1342",NULL,"Jersey City","07307","2021-04-19 19:46:37","2021-04-19 19:46:37"
"1343",NULL,"Gilroy","95020","2021-04-19 19:47:25","2021-04-19 19:47:25"
"1344",NULL,"Matthews","28105","2021-04-19 19:47:54","2021-04-19 19:47:54"
"1345",NULL,"Perris","92570","2021-04-19 19:47:57","2021-04-19 19:47:57"
"1346",NULL,"Baldwin","11510","2021-04-19 19:48:18","2021-04-19 19:48:18"
"1347",NULL,"Monroe Township","08831","2021-04-19 19:48:29","2021-04-19 19:48:29"
"1348",NULL,"Westwood","07675","2021-04-19 19:48:45","2021-04-19 19:48:45"
"1349",NULL,"Abbotsford","V2S 1A1","2021-04-19 19:48:57","2021-04-19 19:48:57"
"1350",NULL,"Portland","97204","2021-04-19 19:49:01","2021-04-19 19:49:01"
"1351",NULL,"Emmaus","18049","2021-04-19 19:49:30","2021-04-19 19:49:30"
"1352",NULL,"Blackwood","08012","2021-04-19 19:49:33","2021-04-19 19:49:33"
"1353",NULL,"Austin","CM1","2021-04-19 19:50:18","2021-04-19 19:50:18"
"1354",NULL,"Ardsley","10502","2021-04-19 19:50:28","2021-04-19 19:50:28"
"1355",NULL,"Hickory Creek","75065","2021-04-19 19:50:36","2021-04-19 19:50:36"
"1356",NULL,"Corona","92882","2021-04-19 19:51:49","2021-04-19 19:51:49"
"1357",NULL,"Clermont","34715","2021-04-19 19:52:05","2021-04-19 19:52:05"
"1358",NULL,"Salt Lake City","84107","2021-04-19 19:52:08","2021-04-19 19:52:08"
"1359",NULL,"LaGrange","30240","2021-04-19 19:52:14","2021-04-19 19:52:14"
"1360",NULL,"Raleigh","27608","2021-04-19 19:52:25","2021-04-19 19:52:25"
"1361",NULL,"Wichita","67214","2021-04-19 19:52:28","2021-04-19 19:52:28"
"1362",NULL,"Glendale","91208","2021-04-19 19:52:33","2021-04-19 19:52:33"
"1363",NULL,"4152 Cole Ave # 103","4152","2021-04-19 19:52:43","2021-04-19 19:52:43"
"1364",NULL,"Lorain","44052","2021-04-19 19:53:07","2021-04-19 19:53:07"
"1365",NULL,"Trinity","27370","2021-04-19 19:53:40","2021-04-19 19:53:40"
"1366",NULL,"San Antonio","78224","2021-04-19 19:53:55","2021-04-19 19:53:55"
"1367",NULL,"Indio","92203","2021-04-19 19:53:58","2021-04-19 19:53:58"
"1368",NULL,"Phoenix","85013","2021-04-19 19:54:02","2021-04-19 19:54:02"
"1369",NULL,"Tomball","77375","2021-04-19 19:54:06","2021-04-19 19:54:06"
"1370",NULL,"Scobey","59263","2021-04-19 19:54:17","2021-04-19 19:54:17"
"1371",NULL,"Albuquerque","87109","2021-04-19 19:54:50","2021-04-19 19:54:50"
"1372",NULL,"Montebello","90640","2021-04-19 19:55:02","2021-04-19 19:55:02"
"1373",NULL,"Pinole","94564","2021-04-19 19:55:21","2021-04-19 19:55:21"
"1374",NULL,"Bailey","80421","2021-04-19 19:55:44","2021-04-19 19:55:44"
"1375",NULL,"Ramona","92065","2021-04-19 19:56:33","2021-04-19 19:56:33"
"1376",NULL,"Chicago","60605","2021-04-19 19:56:45","2021-04-19 19:56:45"
"1377",NULL,"Denver","80229","2021-04-19 19:56:47","2021-04-19 19:56:47"
"1378",NULL,"Vermilion","44089","2021-04-19 19:57:01","2021-04-19 19:57:01"
"1379",NULL,"Ottawa","61350","2021-04-19 19:57:02","2021-04-19 19:57:02"
"1380",NULL,"San Jose","95123","2021-04-19 19:57:54","2021-04-19 19:57:54"
"1381",NULL,"Overland Park","66085","2021-04-19 19:57:59","2021-04-19 19:57:59"
"1382",NULL,"Woburn","01801","2021-04-19 19:58:00","2021-04-19 19:58:00"
"1383",NULL,"Dallas","75231","2021-04-19 19:58:29","2021-04-19 19:58:29"
"1384",NULL,"Salisbury","28144","2021-04-19 19:58:39","2021-04-19 19:58:39"
"1385",NULL,"Fishkill","12524","2021-04-19 19:58:43","2021-04-19 19:58:43"
"1386",NULL,"11100 W 82nd St #101st","11100","2021-04-19 19:59:07","2021-04-19 19:59:07"
"1387",NULL,"Atlanta","30315","2021-04-19 19:59:55","2021-04-19 19:59:55"
"1388",NULL,"Cortlandt","10567","2021-04-19 20:00:36","2021-04-19 20:00:36"
"1389",NULL,"Onalaska","54650","2021-04-19 20:00:44","2021-04-19 20:00:44"
"1390",NULL,"Sacramento","95835","2021-04-19 20:00:51","2021-04-19 20:00:51"
"1391",NULL,"Gilbert","29054","2021-04-19 20:02:31","2021-04-19 20:02:31"
"1392",NULL,"Buellton","93427","2021-04-19 20:02:56","2021-04-19 20:02:56"
"1393",NULL,"Kolkata","700001","2021-04-19 20:03:33","2021-04-19 20:03:33"
"1394",NULL,"Seattle","98107","2021-04-19 20:04:04","2021-04-19 20:04:04"
"1395",NULL,"Nixa","65714","2021-04-19 20:04:10","2021-04-19 20:04:10"
"1396",NULL,"St Joseph","56374","2021-04-19 20:05:10","2021-04-19 20:05:10"
"1397",NULL,"4156 Monterey Rd","4156","2021-04-19 20:05:17","2021-04-19 20:05:17"
"1398",NULL,"Hugo","74743","2021-04-19 20:07:06","2021-04-19 20:07:06"
"1399",NULL,"Mississauga","L4T 1A1","2021-04-19 20:08:06","2021-04-19 20:08:06"
"1400",NULL,"Marshallton","19808","2021-04-19 20:08:08","2021-04-19 20:08:08"
"1401",NULL,"Nuevo León 66693 Mexico","R95","2021-04-19 20:08:21","2021-04-19 20:08:21"
"1402",NULL,"Suwanee","30024","2021-04-19 20:08:27","2021-04-19 20:08:27"
"1403",NULL,"Kennewick","99336","2021-04-19 20:09:28","2021-04-19 20:09:28"
"1404",NULL,"Denver","80230","2021-04-19 20:10:00","2021-04-19 20:10:00"
"1405",NULL,"Wilson","27893","2021-04-19 20:10:13","2021-04-19 20:10:13"
"1406",NULL,"Greensburg","15601","2021-04-19 20:10:16","2021-04-19 20:10:16"
"1407",NULL,"13196 Water Well","13196","2021-04-19 20:10:30","2021-04-19 20:10:30"
"1408",NULL,"Upland","91784","2021-04-19 20:11:15","2021-04-19 20:11:15"
"1409",NULL,"The Bronx","10458","2021-04-19 20:12:16","2021-04-19 20:12:16"
"1410",NULL,"New City","10956","2021-04-19 20:12:33","2021-04-19 20:12:33"
"1411",NULL,"1902 TX-146","W8","2021-04-19 20:13:00","2021-04-19 20:13:00"
"1412",NULL,"Yankton","57078","2021-04-19 20:13:12","2021-04-19 20:13:12"
"1413",NULL,"The Bronx","10455","2021-04-19 20:13:27","2021-04-19 20:13:27"
"1414",NULL,"Hemet","92545","2021-04-19 20:14:46","2021-04-19 20:14:46"
"1415",NULL,"Greenbelt","20770","2021-04-19 20:15:47","2021-04-19 20:15:47"
"1416",NULL,"Jamaica","11434","2021-04-19 20:16:12","2021-04-19 20:16:12"
"1417",NULL,"FAIRMOUNT HGT","20743","2021-04-19 20:16:17","2021-04-19 20:16:17"
"1418",NULL,"Tampa","33629","2021-04-19 20:16:47","2021-04-19 20:16:47"
"1419",NULL,"Spokane","99207","2021-04-19 20:17:55","2021-04-19 20:17:55"
"1420",NULL,"Ossining","10562","2021-04-19 20:18:25","2021-04-19 20:18:25"
"1421",NULL,"Rome","30161","2021-04-19 20:19:06","2021-04-19 20:19:06"
"1422",NULL,"43800 Gen Mar","43800","2021-04-19 20:20:33","2021-04-19 20:20:33"
"1423",NULL,"Aurora","60504","2021-04-19 20:20:38","2021-04-19 20:20:38"
"1424",NULL,"Fordland","65652","2021-04-19 20:21:13","2021-04-19 20:21:13"
"1425",NULL,"Kansas City","64111","2021-04-19 20:21:33","2021-04-19 20:21:33"
"1426",NULL,"Garnerville","10923","2021-04-19 20:21:34","2021-04-19 20:21:34"
"1427",NULL,"Shallotte","28470","2021-04-19 20:22:14","2021-04-19 20:22:14"
"1428",NULL,"Dallas","75220","2021-04-19 20:23:14","2021-04-19 20:23:14"
"1429",NULL,"Toledo","43617","2021-04-19 20:23:34","2021-04-19 20:23:34"
"1430",NULL,"Toledo","43617","2021-04-19 20:23:34","2021-04-19 20:23:34"
"1431",NULL,"Athens","37303","2021-04-19 20:24:21","2021-04-19 20:24:21"
"1432",NULL,"Sunnyvale","94085","2021-04-19 20:24:31","2021-04-19 20:24:31"
"1433",NULL,"Brooksville","41004","2021-04-19 20:25:54","2021-04-19 20:25:54"
"1434",NULL,"Jayalakshmipuram","570012","2021-04-19 20:26:00","2021-04-19 20:26:00"
"1435",NULL,"London W1D","W1D","2021-04-19 20:26:24","2021-04-19 20:26:24"
"1436",NULL,"Country View RV Park","76138","2021-04-19 20:27:09","2021-04-19 20:27:09"
"1437",NULL,"2060 Reading Rd","2060","2021-04-19 20:27:10","2021-04-19 20:27:10"
"1438",NULL,"Charleston","61920","2021-04-19 20:27:52","2021-04-19 20:27:52"
"1439",NULL,"McMinnville","97128","2021-04-19 20:28:47","2021-04-19 20:28:47"
"1440",NULL,"Noida","201307","2021-04-19 20:28:54","2021-04-19 20:28:54"
"1441",NULL,"Washington","20003","2021-04-19 20:28:57","2021-04-19 20:28:57"
"1442",NULL,"St Florian","35630","2021-04-19 20:28:58","2021-04-19 20:28:58"
"1443",NULL,"Mercer Island","98040","2021-04-19 20:29:07","2021-04-19 20:29:07"
"1444",NULL,"Colorado Springs","80924","2021-04-19 20:29:21","2021-04-19 20:29:21"
"1445",NULL,"Holmdel","07733","2021-04-19 20:29:46","2021-04-19 20:29:46"
"1446",NULL,"Antioch","94509","2021-04-19 20:30:41","2021-04-19 20:30:41"
"1447",NULL,"Ocala","34471","2021-04-19 20:31:03","2021-04-19 20:31:03"
"1448",NULL,"Darien","06820","2021-04-19 20:31:07","2021-04-19 20:31:07"
"1449",NULL,"Aguadilla Pueblo","00603","2021-04-19 20:31:27","2021-04-19 20:31:27"
"1450",NULL,"The Bronx","10457","2021-04-19 20:31:43","2021-04-19 20:31:43"
"1451",NULL,"Av. Armando Lombardi - Barra da Tijuca","22640-000","2021-04-19 20:32:24","2021-04-19 20:32:24"
"1452",NULL,"Oklahoma City","73109","2021-04-19 20:32:27","2021-04-19 20:32:27"
"1453",NULL,"40549 Düsseldorf","40549","2021-04-19 20:32:40","2021-04-19 20:32:40"
"1454",NULL,"Edinburg","78541","2021-04-19 20:34:08","2021-04-19 20:34:08"
"1455",NULL,"Pebble Beach","93953","2021-04-19 20:34:59","2021-04-19 20:34:59"
"1456",NULL,"Philadelphia","19143","2021-04-19 20:35:40","2021-04-19 20:35:40"
"1457",NULL,"Lexington","40502","2021-04-19 20:35:59","2021-04-19 20:35:59"
"1458",NULL,"Concord","03301","2021-04-19 20:36:18","2021-04-19 20:36:18"
"1459",NULL,"Littleton","80122","2021-04-19 20:36:21","2021-04-19 20:36:21"
"1460",NULL,"Brunswick","44212","2021-04-19 20:36:51","2021-04-19 20:36:51"
"1461",NULL,"Marietta","30066","2021-04-19 20:36:54","2021-04-19 20:36:54"
"1462",NULL,"Corona","92883","2021-04-19 20:36:56","2021-04-19 20:36:56"
"1463",NULL,"Hurst","76053","2021-04-19 20:37:18","2021-04-19 20:37:18"
"1464",NULL,"Burnaby","V3J 1A1","2021-04-19 20:37:55","2021-04-19 20:37:55"
"1465",NULL,"Norfolk","23504","2021-04-19 20:37:57","2021-04-19 20:37:57"
"1466",NULL,"Lake in the Hills","60102","2021-04-19 20:38:24","2021-04-19 20:38:24"
"1467",NULL,"10636 Midway Ave","S2000","2021-04-19 20:38:44","2021-04-19 20:38:44"
"1468",NULL,"North Reading","01864","2021-04-19 20:39:09","2021-04-19 20:39:09"
"1469",NULL,"Bradenton","34211","2021-04-19 20:39:13","2021-04-19 20:39:13"
"1470",NULL,"Challis","83226","2021-04-19 20:39:53","2021-04-19 20:39:53"
"1471",NULL,"Mossyrock","98564","2021-04-19 20:40:25","2021-04-19 20:40:25"
"1472",NULL,"Spotsylvania Courthouse","22551","2021-04-19 20:40:59","2021-04-19 20:40:59"
"1473",NULL,"Germantown","20874","2021-04-19 20:41:57","2021-04-19 20:41:57"
"1474",NULL,"West Bloomfield Township","48322","2021-04-19 20:42:27","2021-04-19 20:42:27"
"1475",NULL,"Welland","L3B 1A1","2021-04-19 20:42:28","2021-04-19 20:42:28"
"1476",NULL,"Milton","L9T 1A1","2021-04-19 20:42:36","2021-04-19 20:42:36"
"1477",NULL,"Barto","19504","2021-04-19 20:42:40","2021-04-19 20:42:40"
"1478",NULL,"Joliet","60436","2021-04-19 20:42:43","2021-04-19 20:42:43"
"1479",NULL,"Kirkton","N0K 1K0","2021-04-19 20:42:51","2021-04-19 20:42:51"
"1480",NULL,"Gig Harbor","98335","2021-04-19 20:42:54","2021-04-19 20:42:54"
"1481",NULL,"Vestal","13850","2021-04-19 20:43:29","2021-04-19 20:43:29"
"1482",NULL,"Portland","97222","2021-04-19 20:43:29","2021-04-19 20:43:29"
"1483",NULL,"Elk Grove","95758","2021-04-19 20:44:47","2021-04-19 20:44:47"
"1484",NULL,"Fallston","21047","2021-04-19 20:47:27","2021-04-19 20:47:27"
"1485",NULL,"Hawthorne","07506","2021-04-19 20:47:57","2021-04-19 20:47:57"
"1486",NULL,"Naples","34120","2021-04-19 20:48:12","2021-04-19 20:48:12"
"1487",NULL,"Jefferson City","65109","2021-04-19 20:49:09","2021-04-19 20:49:09"
"1488",NULL,"San Diego","92126","2021-04-19 20:49:39","2021-04-19 20:49:39"
"1489",NULL,"Cary","27513","2021-04-19 20:49:53","2021-04-19 20:49:53"
"1490",NULL,"Honolulu","96818","2021-04-19 20:49:55","2021-04-19 20:49:55"
"1491",NULL,"Santa Ana","92705","2021-04-19 20:49:58","2021-04-19 20:49:58"
"1492",NULL,"Hanna City","61536","2021-04-19 20:50:45","2021-04-19 20:50:45"
"1493",NULL,"Yakima","98902","2021-04-19 20:51:13","2021-04-19 20:51:13"
"1494",NULL,"Roseville","95678","2021-04-19 20:51:19","2021-04-19 20:51:19"
"1495",NULL,"Castaic","91384","2021-04-19 20:53:23","2021-04-19 20:53:23"
"1496",NULL,"Hardy","41531","2021-04-19 20:54:08","2021-04-19 20:54:08"
"1497",NULL,"Kearny","07032","2021-04-19 20:54:23","2021-04-19 20:54:23"
"1498",NULL,"Kernersville","27284","2021-04-19 20:55:17","2021-04-19 20:55:17"
"1499",NULL,"Ozone Park","11417","2021-04-19 20:55:59","2021-04-19 20:55:59"
"1500",NULL,"Los Angeles","90047","2021-04-19 20:56:10","2021-04-19 20:56:10"
"1501",NULL,"San Bruno","94066","2021-04-19 20:56:54","2021-04-19 20:56:54"
"1502",NULL,"Bryan","77803","2021-04-19 20:56:54","2021-04-19 20:56:54"
"1503",NULL,"Etobicoke","M8V 1A1","2021-04-19 20:57:13","2021-04-19 20:57:13"
"1504",NULL,"Bergenfield","07621","2021-04-19 20:57:15","2021-04-19 20:57:15"
"1505",NULL,"Boston","02121","2021-04-19 20:58:03","2021-04-19 20:58:03"
"1506",NULL,"Flushing","11354","2021-04-19 20:58:10","2021-04-19 20:58:10"
"1507",NULL,"Stockbridge","30281","2021-04-19 20:58:25","2021-04-19 20:58:25"
"1508",NULL,"Pasadena","77502","2021-04-19 20:59:45","2021-04-19 20:59:45"
"1509",NULL,"Woodland","95776","2021-04-19 21:00:07","2021-04-19 21:00:07"
"1510",NULL,"Carretera Cancun-Chetumal","77500","2021-04-19 21:01:24","2021-04-19 21:01:24"
"1511",NULL,"Massillon","44647","2021-04-19 21:01:40","2021-04-19 21:01:40"
"1512",NULL,"Oklahoma City","73122","2021-04-19 21:02:08","2021-04-19 21:02:08"
"1513",NULL,"Des Plaines","60016","2021-04-19 21:02:41","2021-04-19 21:02:41"
"1514",NULL,"Jupiter","33458","2021-04-19 21:02:48","2021-04-19 21:02:48"
"1515",NULL,"North Plainfield","07062","2021-04-19 21:03:12","2021-04-19 21:03:12"
"1516",NULL,"Evansville","47714","2021-04-19 21:03:15","2021-04-19 21:03:15"
"1517",NULL,"11500 Granada Ln #200","11500","2021-04-19 21:03:45","2021-04-19 21:03:45"
"1518",NULL,"Charlotte","28204","2021-04-19 21:04:16","2021-04-19 21:04:16"
"1519",NULL,"Englewood","80111","2021-04-19 21:04:37","2021-04-19 21:04:37"
"1520",NULL,"Cedarburg","53012","2021-04-19 21:05:20","2021-04-19 21:05:20"
"1521",NULL,"The Bronx","10469","2021-04-19 21:05:47","2021-04-19 21:05:47"
"1522",NULL,"Asheville","28801","2021-04-19 21:06:04","2021-04-19 21:06:04"
"1523",NULL,"1995 Dundas St E","2001","2021-04-19 21:06:18","2021-04-19 21:06:18"
"1524",NULL,"UNM","87106","2021-04-19 21:06:24","2021-04-19 21:06:24"
"1525",NULL,"Greenville","42345","2021-04-19 21:06:33","2021-04-19 21:06:33"
"1526",NULL,"2137 Ravenwood Plaza","2137","2021-04-19 21:07:03","2021-04-19 21:07:03"
"1527",NULL,"Littleton","80160","2021-04-19 21:08:22","2021-04-19 21:08:22"
"1528",NULL,"East Liberty","15206","2021-04-19 21:09:22","2021-04-19 21:09:22"
"1529",NULL,"Kensington","20895","2021-04-19 21:10:07","2021-04-19 21:10:07"
"1530",NULL,"Eola","60519","2021-04-19 21:10:42","2021-04-19 21:10:42"
"1531",NULL,"Oklahoma City","73142","2021-04-19 21:10:45","2021-04-19 21:10:45"
"1532",NULL,"Newark","07102","2021-04-19 21:10:52","2021-04-19 21:10:52"
"1533",NULL,"Monterey Park","91754","2021-04-19 21:11:01","2021-04-19 21:11:01"
"1534",NULL,"Union City","16438","2021-04-19 21:12:15","2021-04-19 21:12:15"
"1535",NULL,"The Bronx","10467","2021-04-19 21:12:27","2021-04-19 21:12:27"
"1536",NULL,"Ninety Six","29666","2021-04-19 21:12:56","2021-04-19 21:12:56"
"1537",NULL,"Chandler","85226","2021-04-19 21:12:58","2021-04-19 21:12:58"
"1538",NULL,"Montreal","H2T 2Z6","2021-04-19 21:13:18","2021-04-19 21:13:18"
"1539",NULL,"Philadelphia","19136","2021-04-19 21:14:06","2021-04-19 21:14:06"
"1540",NULL,"Everett","98208","2021-04-19 21:14:12","2021-04-19 21:14:12"
"1541",NULL,"Dunlap","37327","2021-04-19 21:14:41","2021-04-19 21:14:41"
"1542",NULL,"14268 Schleisman Rd #440","14268","2021-04-19 21:15:30","2021-04-19 21:15:30"
"1543",NULL,"Germantown","20876","2021-04-19 21:15:42","2021-04-19 21:15:42"
"1544",NULL,"Venice","34291","2021-04-19 21:15:50","2021-04-19 21:15:50"
"1545",NULL,"2113 Defoors Ferry Rd NW","2113","2021-04-19 21:15:59","2021-04-19 21:15:59"
"1546",NULL,"Whittier","90602","2021-04-19 21:16:50","2021-04-19 21:16:50"
"1547",NULL,"Nashua","03062","2021-04-19 21:17:12","2021-04-19 21:17:12"
"1548",NULL,"Cypress Gardens","33884","2021-04-19 21:17:45","2021-04-19 21:17:45"
